,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15
58,58,0.05167682540452955,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118176518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
59,59,0.05167682512918992,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993271496836,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
60,60,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447994080797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
61,61,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645826067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
62,62,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716449216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
63,63,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758248252907,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
64,64,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.5766234027801875,1.7277750325839762,3.157425451107063,2.1870685108068004
65,65,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750425839762,3.157425451107063,2.1870685108068004
66,66,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425461107063,2.1870685108068004
67,67,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685208068004
